STATE_NAME,COUNTY,POPULATION,HOUSEHOLDS,FAMILIES,SNAP,GEOID,latitude,longitude
 Missouri,Crawford County,23204,9272,5893,1209,,,
 Missouri,Dade County,7584,2992,2019,418,,,
 Missouri,Dallas County,16946,6512,4681,847,,,
 Missouri,Daviess County,8427,3005,2110,274,,,
 Missouri,DeKalb County,11639,3772,2280,372,47041,,
 Missouri,Dent County,14585,5923,3984,983,,,
 Missouri,Douglas County,11808,4532,3163,660,,,
 Missouri,Dunklin County,28592,11167,7237,2688,,,
 Missouri,Franklin County,104331,40612,27716,2955,47051,,
 Missouri,Gasconade County,14803,5872,3901,457,,,
 Missouri,Gentry County,6231,2301,1446,207,,,
 Missouri,Greene County,296875,129367,74938,14908,47059,,
 Missouri,Grundy County,9901,3667,2152,523,47061,,
 Missouri,Harrison County,8229,3094,1983,384,,,
 Missouri,Henry County,21884,9190,5843,1467,47079,,
 Missouri,Hickory County,8429,3408,1847,457,,,
 Missouri,Holt County,4295,1794,1126,113,,,
 Missouri,Howard County,10147,3186,2243,264,,,
 Missouri,Howell County,39753,15543,10207,2720,,,
 Missouri,Iron County,9606,3649,2485,611,,,
 Missouri,Jackson County,713229,295018,169518,29725,47087,36.3592,-85.6732
 Missouri,Jasper County,122059,47105,30195,6574,,,
 Missouri,Jefferson County,225913,85737,61083,7262,47089,,
 Missouri,Johnson County,53889,20537,13241,1484,47091,,
 Missouri,Knox County,3782,1196,765,76,47093,,
 Missouri,Laclede County,35898,14380,10035,2025,,,
 Missouri,Lafayette County,32752,12083,8431,1357,,,
 Missouri,Lawrence County,38123,14472,9979,2276,47099,,
 Missouri,Lewis County,10031,3342,2112,290,47101,,
 Missouri,Lincoln County,58689,21404,16037,1732,47103,,
 Missouri,Linn County,11962,4759,3293,417,,,
 Missouri,Livingston County,15001,5488,3501,507,,,
 Missouri,McDonald County,23267,8234,6038,755,,,
 Missouri,Macon County,15222,5695,3617,468,47111,36.532,-86.0073
 Missouri,Madison County,12597,4607,3210,778,47113,,
 Missouri,Maries County,8457,3633,2309,388,,,
 Missouri,Marion County,28564,11442,7547,1399,47115,,
 Missouri,Mercer County,3561,1228,718,78,,,
 Missouri,Miller County,24643,10084,6649,1279,,,
 Missouri,Mississippi County,12976,4606,3059,1444,,,
 Missouri,Moniteau County,15723,5504,3822,412,,,
 Missouri,Monroe County,8643,3506,2190,286,47123,,
 Missouri,Montgomery County,11384,4635,3083,534,47125,,
 Missouri,Morgan County,20883,7566,5098,972,47129,,
 Missouri,New Madrid County,16658,6816,4381,1824,,,
 Missouri,Newton County,58634,21932,15498,2496,,,
 Missouri,Nodaway County,21571,8358,4534,756,,,
 Missouri,Oregon County,8891,3423,2387,682,,,
 Missouri,Osage County,13372,5202,3773,221,,,
 Missouri,Ozark County,8664,3591,2276,558,,,
 Missouri,Pemiscot County,15949,6162,3885,1912,,,
 Missouri,Perry County,19007,7305,4893,737,47135,,
 Missouri,Pettis County,42919,16608,11014,1803,,,
 Missouri,Phelps County,44692,17878,11190,2093,,,
 Missouri,Pike County,18052,6468,4295,669,,,
 Missouri,Platte County,105189,42154,28073,1739,,,
 Missouri,Polk County,31541,11633,7859,1510,47139,,
 Missouri,Pulaski County,53460,15506,10483,1509,,,
 Missouri,Putnam County,4715,1704,955,87,47141,36.1408,-85.4952
 Missouri,Ralls County,10318,4009,2776,231,,,
 Missouri,Randolph County,24880,8856,5790,1179,,,
 Missouri,Ray County,23080,8604,6208,816,,,
 Missouri,Reynolds County,6138,2253,1526,404,,,
 Missouri,Ripley County,11032,3947,2532,659,,,
 Missouri,St. Charles County,402377,153164,108688,5296,,,
 Missouri,St. Clair County,9235,3955,2461,501,,,
 Missouri,Ste. Genevieve County,18406,7088,5115,490,,,
 Missouri,St. Francois County,67168,23419,15756,3236,,,
 Missouri,St. Louis County,1001982,412858,259507,32864,,,
 Missouri,Saline County,23278,7809,4769,736,,,
 Missouri,Schuyler County,4094,1252,781,98,,,
 Missouri,Scotland County,4760,1639,1113,88,,,
 Missouri,Scott County,38161,15001,10018,2778,47151,,
 Missouri,Shannon County,7185,2730,1921,394,,,
 Missouri,Shelby County,6087,2329,1486,187,47157,,
 Missouri,Stoddard County,28812,11293,7358,1948,,,
 Missouri,Stone County,31018,12276,8723,864,,,
 Missouri,Sullivan County,6045,2020,1203,214,47163,,
 Missouri,Taney County,55854,21249,14304,2515,,,
 Missouri,Texas County,24866,9344,6285,1156,,,
 Missouri,Vernon County,19831,7783,4859,832,,,
 Missouri,Warren County,35033,12755,9586,959,47177,35.6787,-85.7785
 Missouri,Washington County,23791,8801,6010,1680,47179,,
 Missouri,Wayne County,11298,4280,2817,698,47181,,
 Missouri,Webster County,38978,13700,10059,1321,,,
 Missouri,Worth County,2004,725,443,81,,,
 Missouri,Wright County,18244,6721,4684,1149,,,
 Missouri,St. Louis city,302787,141161,62559,26435,,,
 Montana,Beaverhead County,9391,3984,2183,296,,,
 Montana,Big Horn County,13198,3534,2439,347,,,
 Montana,Blaine County,7051,2248,1473,327,,,
 Montana,Broadwater County,6641,2757,1800,212,,,
 Montana,Carbon County,10488,4512,2729,357,,,
 Montana,Carter County,1349,618,360,43,47019,,
 Montana,Cascade County,84178,34194,21005,3767,,,
 Montana,Chouteau County,5896,2201,1439,271,,,
 Montana,Custer County,11968,4872,2987,389,,,
 Montana,Daniels County,1739,784,425,14,,,
 Montana,Dawson County,9003,3893,2413,182,,,
 Montana,Deer Lodge County,9380,4161,2343,668,,,
 Montana,Fallon County,3074,1184,709,18,,,
 Montana,Fergus County,11464,5208,2984,449,,,
 Montana,Flathead County,103400,40780,26774,3322,,,
 Montana,Gallatin County,116725,46378,26912,1811,,,
 Montana,Garfield County,972,404,278,10,,,
 Montana,Glacier County,13827,4005,2634,705,,,
 Montana,Golden Valley County,820,349,198,17,,,
 Montana,Granite County,3333,1337,809,105,,,
 Montana,Hill County,16297,6243,4100,833,,,
 Montana,Jefferson County,12057,4604,3440,246,47089,,
 Montana,Judith Basin County,2004,879,546,76,,,
 Montana,Lake County,31030,11756,7957,1649,47095,,
 Montana,Lewis and Clark County,70340,30011,17832,2600,,,
 Montana,Liberty County,2026,765,505,50,,,
 Montana,Lincoln County,19674,8458,5193,1193,47103,,
 Montana,McCone County,1805,829,501,3,,,
 Montana,Madison County,8499,3480,2075,113,47113,,
 Montana,Meagher County,1932,819,516,62,,,
 Montana,Mineral County,4490,1981,1290,330,,,
 Montana,Missoula County,117379,49437,27492,4505,,,
 Montana,Musselshell County,4813,2179,1404,299,,,
 Montana,Park County,17072,7920,4481,597,,,
 Montana,Petroleum County,434,195,112,1,,,
 Montana,Phillips County,4233,1732,1136,157,,,
 Montana,Pondera County,5974,2188,1491,211,,,
 Montana,Powder River County,1759,758,493,29,,,
 Montana,Powell County,6955,2300,1452,301,,,
 Montana,Prairie County,1227,484,280,95,,,
 Montana,Ravalli County,43790,18749,12941,1746,,,
 Montana,Richland County,11375,4540,2885,246,,,
 Montana,Roosevelt County,10884,3122,1912,396,,,
 Montana,Rosebud County,8464,2944,1848,313,,,
 Montana,Sanders County,12298,5390,3154,746,,,
 Montana,Sheridan County,3522,1444,861,65,,,
 Montana,Silver Bow County,35017,15028,8199,2074,,,
 Montana,Stillwater County,8916,3733,2593,203,,,
 Montana,Sweet Grass County,3690,1389,919,50,,,
 Montana,Teton County,6173,2428,1571,174,,,
 Montana,Toole County,5013,1805,1080,178,,,
 Montana,Treasure County,693,335,228,8,,,
 Montana,Valley County,7553,2892,1699,286,,,
 Montana,Wheatland County,2082,839,586,40,,,
 Montana,Wibaux County,1018,422,271,20,,,
 Montana,Yellowstone County,163593,67000,41654,6114,,,
 Nebraska,Adams County,31284,12662,8016,1316,,,
 Nebraska,Antelope County,6310,2607,1546,143,,,
 Nebraska,Arthur County,472,180,124,8,,,
 Nebraska,Banner County,605,235,189,5,,,
 Nebraska,Blaine County,346,181,108,0,,,
 Nebraska,Boone County,5413,2215,1455,74,,,
 Nebraska,Box Butte County,10821,4576,2924,326,,,
 Nebraska,Boyd County,1812,807,535,52,,,
 Nebraska,Brown County,2752,1160,674,62,,,
 Nebraska,Buffalo County,49840,19236,11913,1437,,,
 Nebraska,Burt County,6705,2790,1781,258,,,
 Nebraska,Butler County,8354,3417,2193,246,,,
 Nebraska,Cass County,26546,10073,7239,643,,,
 Nebraska,Cedar County,8401,3301,2194,178,,,
 Nebraska,Chase County,3694,1514,1068,58,,,
 Nebraska,Cherry County,5505,2149,1444,106,,,
 Nebraska,Cheyenne County,9575,4283,2363,617,,,
 Nebraska,Clay County,6104,2429,1759,190,47027,36.5511,-85.5439
 Nebraska,Colfax County,10608,3582,2485,111,,,
 Nebraska,Cuming County,9035,3704,2406,127,,,
 Nebraska,Custer County,10625,4508,3000,391,,,
 Nebraska,Dakota County,21284,7221,5014,788,,,
 Nebraska,Dawes County,8383,3384,1980,241,,,
 Nebraska,Dawson County,24031,8799,6234,664,,,
 Nebraska,Deuel County,1878,773,529,77,,,
 Nebraska,Dixon County,5632,2233,1468,88,,,
 Nebraska,Dodge County,37249,14639,9358,1632,,,
 Nebraska,Douglas County,578771,227978,139974,21112,,,
 Nebraska,Dundy County,1900,826,479,47,,,
 Nebraska,Fillmore County,5561,2358,1503,95,,,
 Nebraska,Franklin County,2914,1210,802,97,47051,,
 Nebraska,Frontier County,2512,1010,658,106,,,
 Nebraska,Furnas County,4655,1990,1382,104,,,
 Nebraska,Gage County,21706,9064,5404,1186,,,
 Nebraska,Garden County,1726,866,462,63,,,
 Nebraska,Garfield County,1889,797,562,27,,,
 Nebraska,Gosper County,1811,759,524,35,,,
 Nebraska,Grant County,718,305,175,11,,,
 Nebraska,Greeley County,2219,914,590,48,,,
 Nebraska,Hall County,62616,23724,15906,2390,,,
 Nebraska,Hamilton County,9376,3567,2664,174,47065,,
 Nebraska,Harlan County,3216,1220,756,51,,,
 Nebraska,Hayes County,891,354,203,10,,,
 Nebraska,Hitchcock County,2630,1094,678,70,,,
 Nebraska,Holt County,10175,4040,2586,283,,,
 Nebraska,Hooker County,714,304,166,0,,,
 Nebraska,Howard County,6461,2538,1808,167,,,
 Nebraska,Jefferson County,7213,3131,1855,292,47089,,
 Nebraska,Johnson County,5298,1746,1189,148,47091,,
 Nebraska,Kearney County,6639,2721,1823,140,,,
 Nebraska,Keith County,8312,3749,2138,327,,,
 Nebraska,Keya Paha County,946,330,224,2,,,
 Nebraska,Kimball County,3583,1479,913,183,,,
 Nebraska,Knox County,8434,3323,2188,296,47093,,
 Nebraska,Lancaster County,320301,127779,76337,9737,,,
 Nebraska,Lincoln County,34906,14439,9020,1495,47103,,
 Nebraska,Logan County,865,320,239,15,,,
 Nebraska,Loup County,665,264,178,18,,,
 Nebraska,McPherson County,475,201,158,5,,,
 Nebraska,Madison County,35553,13979,8378,1130,47113,,
 Nebraska,Merrick County,7687,3136,2042,182,,,
 Nebraska,Morrill County,4595,1855,1110,157,,,
 Nebraska,Nance County,3389,1300,849,122,,,
 Nebraska,Nemaha County,7025,2794,1647,178,,,
 Nebraska,Nuckolls County,4125,1720,1078,72,,,
 Nebraska,Otoe County,15916,6312,4269,466,,,
 Nebraska,Pawnee County,2564,1069,679,70,,,
 Nebraska,Perkins County,2865,1137,795,25,,,
 Nebraska,Phelps County,8972,3785,2304,262,,,
 Nebraska,Pierce County,7266,2861,1950,211,,,
 Nebraska,Platte County,34123,13306,8891,850,,,
 Nebraska,Polk County,5223,1958,1354,103,47139,,
 Nebraska,Red Willow County,10724,4328,2549,269,,,
 Nebraska,Richardson County,7893,3634,2182,300,,,
 Nebraska,Rock County,1321,559,394,21,,,
 Nebraska,Saline County,14395,5114,3529,418,,,
 Nebraska,Sarpy County,188464,69388,49949,3897,,,
 Nebraska,Saunders County,22008,8664,5952,344,,,
 Nebraska,Scotts Bluff County,36229,14832,9453,1538,,,
 Nebraska,Seward County,17605,6555,4605,327,,,
 Nebraska,Sheridan County,5150,2086,1375,219,,,
 Nebraska,Sherman County,2986,1322,840,70,,,
 Nebraska,Sioux County,1081,459,296,29,,,
 Nebraska,Stanton County,5877,2214,1472,86,,,
 Nebraska,Thayer County,5053,2056,1298,194,,,
 Nebraska,Thomas County,562,283,176,11,,,
 Nebraska,Thurston County,6806,2026,1482,379,,,
 Nebraska,Valley County,4031,1725,1146,112,,,
 Nebraska,Washington County,20699,8290,5651,430,47179,,
 Nebraska,Wayne County,9590,3714,2196,132,47181,,
 Nebraska,Webster County,3442,1434,992,94,,,
 Nebraska,Wheeler County,735,337,202,14,,,
 Nebraska,York County,14164,5597,3640,229,,,
 Nevada,Churchill County,25077,9753,5790,832,,,
 Nevada,Clark County,2231147,816296,522212,101680,,,
 Nevada,Douglas County,49158,20911,14987,1112,,,
 Nevada,Elko County,53420,18614,12751,1521,,,
 Nevada,Esmeralda County,987,484,195,112,,,
 Nevada,Eureka County,1603,555,448,10,,,
 Nevada,Humboldt County,17218,6804,4345,740,,,
 Nevada,Lander County,5729,2298,1704,190,,,
 Nevada,Lincoln County,4600,1728,1059,163,47103,,
 Nevada,Lyon County,58029,22342,14731,2523,,,
 Nevada,Mineral County,4552,1737,946,264,,,
 Nevada,Nye County,50096,21411,13076,2828,,,
 Nevada,Pershing County,6668,1857,1268,129,,,
 Nevada,Storey County,4047,1611,853,169,,,
 Nevada,Washoe County,479758,188878,117449,19962,,,
 Nevada,White Pine County,9192,3482,2104,240,,,
 Nevada,Carson City,57957,23191,14511,2141,,,
 New Hampshire,Belknap County,63395,25571,17097,1739,,,
 New Hampshire,Carroll County,49961,21521,13198,1043,47017,,
 New Hampshire,Cheshire County,76473,29991,18384,1789,,,
 New Hampshire,Coos County,31360,13592,8147,1606,,,
 New Hampshire,Grafton County,91025,34357,20991,2333,,,
 New Hampshire,Hillsborough County,420504,165309,106220,10770,,,
 New Hampshire,Merrimack County,152983,59175,39874,4365,,,
 New Hampshire,Rockingham County,312771,124080,86013,4620,,,
 New Hampshire,Strafford County,130598,50630,32023,3710,,,
 New Hampshire,Sullivan County,43105,16272,10263,1215,47163,,
 New Jersey,Atlantic County,273865,105277,68472,12582,,,
 New Jersey,Bergen County,952979,348674,250970,16249,,,
 New Jersey,Burlington County,460102,172400,119785,8570,,,
 New Jersey,Camden County,521194,196939,128982,23374,,,
 New Jersey,Cape May County,95488,41971,27839,3004,,,
 New Jersey,Cumberland County,154921,51873,34882,8170,47035,35.9504,-84.9984
 New Jersey,Essex County,852720,307613,200673,43251,,,
 New Jersey,Gloucester County,300821,109290,77779,7539,,,
 New Jersey,Hudson County,713264,282832,171790,38112,,,
 New Jersey,Hunterdon County,128807,48975,36066,1345,,,
 New Jersey,Mercer County,384951,137114,90154,12476,,,
 New Jersey,Middlesex County,858770,299455,216746,19820,,,
 New Jersey,Monmouth County,642160,245569,167631,11958,,,
 New Jersey,Morris County,508347,187430,132067,6087,,,
 New Jersey,Ocean County,630057,237729,156769,14424,,,
 New Jersey,Passaic County,521067,176203,128855,31115,,,
 New Jersey,Salem County,64752,24753,15958,2805,,,
 New Jersey,Somerset County,343950,125363,89782,3223,,,
 New Jersey,Sussex County,144492,55401,39537,1441,,,
 New Jersey,Union County,571963,198506,143346,14850,47173,,
 New Jersey,Warren County,109354,43789,28858,3422,47177,35.6787,-85.7785
 New Mexico,Bernalillo County,674919,277653,161351,43840,,,
 New Mexico,Catron County,3581,1523,804,187,,,
 New Mexico,Chaves County,65014,23244,15576,5455,,,
 New Mexico,Cibola County,27284,7934,5411,2058,,,
 New Mexico,Colfax County,12406,5638,3333,1354,,,
 New Mexico,Curry County,48716,18285,11725,3490,,,
 New Mexico,De Baca County,1873,580,269,155,,,
 New Mexico,Doña Ana County,218157,79933,52109,18763,,,
 New Mexico,Eddy County,61096,22315,15616,3037,,,
 New Mexico,Grant County,28178,11144,5956,2225,,,
 New Mexico,Guadalupe County,4465,1146,679,251,,,
 New Mexico,Harding County,533,202,102,3,,,
 New Mexico,Hidalgo County,4214,1573,1010,293,,,
 New Mexico,Lea County,72743,23851,16901,3624,,,
 New Mexico,Lincoln County,20084,8723,5482,1007,47103,,
 New Mexico,Los Alamos County,19169,8029,5127,254,,,
 New Mexico,Luna County,25282,9047,5155,2271,,,
 New Mexico,McKinley County,72946,20769,14812,6303,,,
 New Mexico,Mora County,4232,2129,1193,677,,,
 New Mexico,Otero County,67298,23590,14555,4184,,,
 New Mexico,Quay County,8675,3359,1761,708,,,
 New Mexico,Rio Arriba County,40347,13293,7812,2135,,,
 New Mexico,Roosevelt County,19223,6895,4215,1568,,,
 New Mexico,Sandoval County,147327,53567,38458,6746,,,
 New Mexico,San Juan County,122912,40639,28849,8898,,,
 New Mexico,San Miguel County,27357,11451,6325,3684,,,
 New Mexico,Santa Fe County,153632,65856,38346,7452,,,
 New Mexico,Sierra County,11512,5321,2709,796,,,
 New Mexico,Socorro County,16605,4834,2911,684,,,
 New Mexico,Taos County,34322,12840,6842,1633,,,
 New Mexico,Torrance County,15150,5406,3653,949,,,
 New Mexico,Union County,4122,1277,717,151,47173,,
 New Mexico,Valencia County,75992,25550,17260,5040,,,
 New York,Albany County,314679,130754,73272,14404,,,
 New York,Allegany County,46654,16671,10624,2512,,,
 New York,Bronx County,1468262,521340,335002,185179,,,
 New York,Broome County,198591,81031,46314,12774,,,
 New York,Cattaraugus County,77211,31333,19640,5132,,,
 New York,Cayuga County,76644,30604,18863,4700,,,
 New York,Chautauqua County,128042,53050,31640,10267,,,
 New York,Chemung County,84456,34223,20944,5363,,,
 New York,Chenango County,47407,19753,12539,2953,,,
 New York,Clinton County,80095,32379,19248,4836,,,
 New York,Columbia County,61587,25167,16018,2487,,,
 New York,Cortland County,46984,18260,11458,2267,,,
 New York,Delaware County,44644,18487,11091,2376,,,
 New York,Dutchess County,296012,111735,72910,8201,,,
 New York,Erie County,949715,403064,233245,60942,,,
 New York,Essex County,37501,15714,9872,1439,,,
 New York,Franklin County,47996,18561,11586,3055,47051,,
 New York,Fulton County,53588,21712,13903,3009,,,
 New York,Genesee County,58387,24461,15222,3056,,,
 New York,Greene County,48026,17451,10595,1147,47059,,
 New York,Hamilton County,5068,1457,969,81,47065,,
 New York,Herkimer County,60596,24441,15230,3414,,,
 New York,Jefferson County,117634,45517,29680,7186,47089,,
 New York,Kings County,2712360,985108,599788,212373,,,
 New York,Lewis County,26681,10453,7253,1269,47101,,
 New York,Livingston County,62253,24012,15200,2313,,,
 New York,Madison County,68466,24779,15993,3033,47113,,
 New York,Monroe County,757332,311955,186149,44974,47123,,
 New York,Montgomery County,49539,18907,11583,3226,47125,,
 New York,Nassau County,1391678,453576,349123,18269,,,
 New York,New York County,1669127,767213,327372,99204,,,
 New York,Niagara County,212808,90030,55355,12019,,,
 New York,Oneida County,232034,90866,56879,13946,,,
 New York,Onondaga County,474621,190353,114865,26446,,,
 New York,Ontario County,112060,46547,29353,4094,,,
 New York,Orange County,398277,132880,93683,12758,,,
 New York,Orleans County,40588,16203,10690,2332,,,
 New York,Oswego County,118019,46749,30326,7391,,,
 New York,Otsego County,58952,22448,14142,2176,,,
 New York,Putnam County,97960,34651,26065,1077,47141,36.1408,-85.4952
 New York,Queens County,2393104,807468,544087,103692,,,
 New York,Rensselaer County,161125,66341,39660,6930,,,
 New York,Richmond County,493194,169528,123441,19267,,,
 New York,Rockland County,336485,102161,77457,11364,,,
 New York,St. Lawrence County,108836,41224,25154,6277,,,
 New York,Saratoga County,235010,97829,63124,6111,,,
 New York,Schenectady County,157515,61038,35426,7513,,,
 New York,Schoharie County,29936,12110,7571,1479,,,
 New York,Schuyler County,17920,7542,4649,1267,,,
 New York,Seneca County,33900,13603,8059,1336,,,
 New York,Steuben County,94153,38650,24603,4725,,,
 New York,Suffolk County,1522998,505564,366888,29561,,,
 New York,Sullivan County,78230,28816,17659,4577,47163,,
 New York,Tioga County,48567,20316,13428,2463,,,
 New York,Tompkins County,105638,42889,21616,3798,,,
 New York,Ulster County,181862,71194,42881,7333,,,
 New York,Warren County,65692,29261,17711,3121,47177,35.6787,-85.7785
 New York,Washington County,61504,24073,14778,3109,47179,,
 New York,Wayne County,91332,37771,24609,4145,47181,,
 New York,Westchester County,999723,364413,250408,31245,,,
 New York,Wyoming County,40679,15870,10344,1462,,,
 New York,Yates County,24808,8594,5633,792,,,
 North Carolina,Alamance County,169185,66311,42857,8480,,,
 North Carolina,Alexander County,36491,13496,9789,995,,,
 North Carolina,Alleghany County,10910,4772,3176,601,,,
 North Carolina,Anson County,22388,8381,4901,2076,,,
 North Carolina,Ashe County,26598,11723,7876,1345,,,
 North Carolina,Avery County,17747,6378,4364,579,,,
 North Carolina,Beaufort County,44898,18579,12345,2659,,,
 North Carolina,Bertie County,18105,7188,4244,1828,,,
 North Carolina,Bladen County,30105,11492,7069,3387,,,
 North Carolina,Brunswick County,133789,57812,40220,5619,,,
 North Carolina,Buncombe County,266981,103575,60484,8056,,,
 North Carolina,Burke County,87829,34376,23083,4802,,,
 North Carolina,Cabarrus County,221200,74967,55112,6235,,,
 North Carolina,Caldwell County,80705,31840,21440,3987,,,
 North Carolina,Camden County,10353,3792,2996,307,,,
 North Carolina,Carteret County,67944,30069,19328,2789,,,
 North Carolina,Caswell County,22785,8595,5874,1500,,,
 North Carolina,Catawba County,159852,63386,42654,7599,,,
 North Carolina,Chatham County,75070,30128,20986,1999,,,
 North Carolina,Cherokee County,28515,12371,7916,1358,,,
 North Carolina,Chowan County,13796,6270,3917,1451,,,
 North Carolina,Clay County,10997,5152,3303,548,47027,36.5511,-85.5439
 North Carolina,Cleveland County,98898,36665,24321,6315,,,
 North Carolina,Columbus County,51474,19230,12575,4759,,,
 North Carolina,Craven County,101405,40420,26599,5534,,,
 North Carolina,Cumberland County,333582,125158,77105,22008,47035,35.9504,-84.9984
 North Carolina,Currituck County,27575,10702,7930,676,,,
 North Carolina,Dare County,36718,15832,10216,805,,,
 North Carolina,Davidson County,168002,66986,46633,8984,47037,,
 North Carolina,Davie County,42543,16319,11146,1639,,,
 North Carolina,Duplin County,49836,19827,13291,3282,,,
 North Carolina,Durham County,320146,132762,75812,13343,,,
 North Carolina,Edgecombe County,49609,19259,13137,4770,,,
 North Carolina,Forsyth County,380583,150651,92805,18361,,,
 North Carolina,Franklin County,67598,25473,18937,3959,47051,,
 North Carolina,Gaston County,226097,88710,57991,13199,,,
 North Carolina,Gates County,10584,4139,2660,500,,,
 North Carolina,Graham County,8089,3150,2011,435,,,
 North Carolina,Granville County,60854,21132,14984,2541,,,
 North Carolina,Greene County,20524,6779,4125,1499,47059,,
 North Carolina,Guilford County,537113,209602,131027,28504,,,
 North Carolina,Halifax County,49291,20049,12739,5811,,,
 North Carolina,Harnett County,133074,47075,32228,6016,,,
 North Carolina,Haywood County,61695,26399,16790,3026,47075,,
 North Carolina,Henderson County,115613,48519,32365,3761,47077,,
 North Carolina,Hertford County,22010,8243,4994,2227,,,
 North Carolina,Hoke County,52169,17705,11643,2969,,,
 North Carolina,Hyde County,4697,2000,1453,487,,,
 North Carolina,Iredell County,183965,70654,50662,5136,,,
 North Carolina,Jackson County,42983,16901,9946,1522,47087,36.3592,-85.6732
 North Carolina,Johnston County,211320,76121,55564,9915,,,
 North Carolina,Jones County,9326,3779,2381,835,,,
 North Carolina,Lee County,62676,23782,16883,3521,,,
 North Carolina,Lenoir County,55344,22767,13687,5678,,,
 North Carolina,Lincoln County,85670,33863,24207,3593,47103,,
 North Carolina,McDowell County,44527,18209,13094,2888,,,
 North Carolina,Macon County,36532,17161,10552,1680,47111,36.532,-86.0073
 North Carolina,Madison County,21269,8280,5323,1081,47113,,
 North Carolina,Martin County,22213,9262,5994,1722,,,
 North Carolina,Mecklenburg County,1100984,435562,261632,36920,,,
 North Carolina,Mitchell County,14951,6438,4102,698,,,
 North Carolina,Montgomery County,25891,9112,6244,1295,47125,,
 North Carolina,Moore County,98618,40595,26385,2830,47127,,
 North Carolina,Nash County,94628,37477,24511,5996,,,
 North Carolina,New Hanover County,225175,97852,53904,8361,,,
 North Carolina,Northampton County,17917,7397,4544,1755,,,
 North Carolina,Onslow County,201597,69246,49479,8976,,,
 North Carolina,Orange County,147376,54783,33388,3247,,,
 North Carolina,Pamlico County,12293,5120,3172,524,,,
 North Carolina,Pasquotank County,40240,15061,10095,2515,,,
 North Carolina,Pender County,59964,22653,14981,2643,,,
 North Carolina,Perquimans County,13002,5733,4009,821,,,
 North Carolina,Person County,38999,15927,10553,3005,,,
 North Carolina,Pitt County,170600,71134,41269,10234,,,
 North Carolina,Polk County,19413,8596,5232,643,47139,,
 North Carolina,Randolph County,143735,55757,38278,8644,,,
 North Carolina,Richmond County,43301,16292,10190,4337,,,
 North Carolina,Robeson County,118836,42241,27557,12411,,,
 North Carolina,Rockingham County,90903,37926,24789,6261,,,
 North Carolina,Rowan County,145784,55485,37695,8458,,,
 North Carolina,Rutherford County,64592,25925,16770,4629,47149,,
 North Carolina,Sampson County,59468,21281,14888,3716,,,
 North Carolina,Scotland County,34345,12214,7686,3457,,,
 North Carolina,Stanly County,62148,23633,16473,3191,,,
 North Carolina,Stokes County,44588,18777,12256,2454,,,
 North Carolina,Surry County,71439,28603,19374,4616,,,
 North Carolina,Swain County,14166,5505,3836,702,,,
 North Carolina,Transylvania County,32979,14113,9500,1543,,,
 North Carolina,Tyrrell County,3436,1415,964,346,,,
 North Carolina,Union County,235699,78473,63049,5530,47173,,
 North Carolina,Vance County,42650,16063,10378,3733,,,
 North Carolina,Wake County,1112883,422144,278207,25190,,,
 North Carolina,Warren County,18889,7737,4795,1719,47177,35.6787,-85.7785
 North Carolina,Washington County,11183,4938,2542,1360,47179,,
 North Carolina,Watauga County,54077,20805,10817,1338,,,
 North Carolina,Wayne County,117692,46761,30749,8392,47181,,
 North Carolina,Wilkes County,66335,27265,18360,3968,,,
 North Carolina,Wilson County,78844,31980,20566,6116,47189,,
 North Carolina,Yadkin County,37198,14829,10116,1734,,,
 North Carolina,Yancey County,18357,7618,5119,887,,,
 North Dakota,Adams County,2237,999,602,24,,,
 North Dakota,Barnes County,10869,4833,2633,274,,,
 North Dakota,Benson County,6090,1899,1346,375,,,
 North Dakota,Billings County,839,305,212,0,,,
 North Dakota,Bottineau County,6442,2586,1606,162,,,
 North Dakota,Bowman County,3024,1190,735,65,,,
 North Dakota,Burke County,2177,903,591,19,,,
 North Dakota,Burleigh County,97895,39323,24548,2308,,,
 North Dakota,Cass County,182992,77977,43600,5074,,,
 North Dakota,Cavalier County,3725,1553,915,44,,,
 North Dakota,Dickey County,5013,1945,1272,125,,,
 North Dakota,Divide County,2196,911,595,66,,,
 North Dakota,Dunn County,4054,1476,942,55,,,
 North Dakota,Eddy County,2378,1053,555,126,,,
 North Dakota,Emmons County,3316,1507,876,145,,,
 North Dakota,Foster County,3396,1456,901,95,,,
 North Dakota,Golden Valley County,1812,719,506,56,,,
 North Dakota,Grand Forks County,73101,30862,15571,2150,,,
 North Dakota,Grant County,2351,1056,629,48,,,
 North Dakota,Griggs County,2242,927,562,24,,,
 North Dakota,Hettinger County,2502,1037,624,33,,,
 North Dakota,Kidder County,2397,1042,607,58,,,
 North Dakota,LaMoure County,4173,1728,1123,84,,,
 North Dakota,Logan County,1814,772,496,28,,,
 North Dakota,McHenry County,5420,2329,1580,191,,,
 North Dakota,McIntosh County,2568,1224,714,55,,,
 North Dakota,McKenzie County,13762,4928,3183,112,,,
 North Dakota,McLean County,9788,4101,2818,116,,,
 North Dakota,Mercer County,8405,3513,2378,174,,,
 North Dakota,Morton County,32916,13237,9019,650,,,
 North Dakota,Mountrail County,9717,3472,2191,114,,,
 North Dakota,Nelson County,3035,1318,740,67,,,
 North Dakota,Oliver County,1850,687,549,18,,,
 North Dakota,Pembina County,6912,2941,1804,225,,,
